,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
342,Software Developers,CBE Ltd,"Claremorris, County Mayo, Ireland",N/a,Full-time,N/a,N/a,1,0,0,0,0,1,25/08/2022," ""Data"" ""Analyst"" "
343,Actuarial Student,Phoenix Group,"Dublin, County Dublin, Ireland",Internship,Internship,Education and Training,Financial Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
344,Accounting Fundamentals Analyst (German/Nordic/French/Russian),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
345,QC Stability Coordinator,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
346,General Ledger Accountant (EMEA),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
347,Product Manager,NewsWhip,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Public Relations and Communications Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
348,Asset Set-up Specialist/Manager,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Trusts and Estates,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
349,Czech speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
350,Information Security Threat Mgmt Specialist,Bank of America,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Credit Intermediation,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
351,German Speaking Fundamentals Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
352,Financial Planning Accountant,Uniphar Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
353,Accounting Fundamentals Analyst (Nordic-Danish/Norwegian/Finnish/Swedish),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
354,Digital Marketing Analyst (German),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
355,Associate - Fund Accounting,StepStone Group,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Investment Management,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
356,German - Page Admin Analyst,ManpowerGroup Solutions,"Dublin, County Dublin, Ireland",Entry level,Contract,Administrative,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
357,Intern Financial Institutions,KBRA,"Dublin, County Dublin, Ireland",Internship,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
358,Cyber Security Specialist,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
359,Commercial Accounts Assistant,Morgan McKinley,"Monaghan, County Monaghan, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
360,Cybersecurity Engineer,Enea AB,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Computer Networking Products,1,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
361,Page Admin Analyst - German 33k,Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Administrative,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
362,QC Instrumentation,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
363,Content Review - Romanian Market,Covalen,"Dublin City, County Dublin, Ireland",Entry level,Contract,"Marketing, Public Relations, and Writing/Editing",Outsourcing and Offshoring Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
364,IP Analyst German,Accenture UK,"Dublin City, County Dublin, Ireland",Entry level,Contract,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
365,Security Content Engineer,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Data"" ""Analyst"" "
